bg_document_id,bg_url,en_url,match_status,en_document_id
11407,https://dskbank.bg/индивидуални-клиенти/кредитиране/потребителски-кредити/детайли-за-потребителски-кредити/индивидуални-продукти/потребителски-кредит,https://dskbank.bg/en/individual-clients/loans/consumer-loans/consumer-loans-details/product-group/standard-consumer-loan-office,MATCHED,10998.0
11711,https://dskbank.bg/индивидуални-клиенти/кредитиране/потребителски-кредити/детайли-за-потребителски-кредити/индивидуални-продукти/кредит-овърдрафт,https://dskbank.bg/en/individual-clients/loans/consumer-loans/consumer-loans-details/product-group/overdraft,MATCHED,11091.0
12251,https://dskbank.bg/индивидуални-клиенти/кредитиране/потребителски-кредити/детайли-за-потребителски-кредити/бизнес-клиенти/оборотни-кредити-с-обезпечение,https://dskbank.bg/en/individual-clients/loans/consumer-loans/consumer-loans-details/business-clients/working-capital-financing-with-collateral,MATCHED,12277.0
11388,https://dskbank.bg/индивидуални-клиенти/кредитиране/жилищни-и-ипотечни-кредити/детайли-за-ипотечни-кредити/индивидуални-продукти/кредит-за-финансиране-на-текущи-потребности-включително-и-за-инвестиране-в-имот,https://dskbank.bg/en/individual-clients/loans/mortgages-loans/details-mortgage-loans/product-group/mortgage-loan-for-current-needs,MATCHED,11084.0
11389,https://dskbank.bg/индивидуални-клиенти/кредитиране/жилищни-и-ипотечни-кредити/детайли-за-ипотечни-кредити/индивидуални-продукти/кредит-за-покупка-и-довършителни-работи-или-подобрения-на-нежилищен-имот,https://dskbank.bg/en/individual-clients/loans/mortgages-loans/details-mortgage-loans/product-group/mortgage-loan-for-purchasing-of-non-residential-property,MATCHED,10996.0
11706,https://dskbank.bg/индивидуални-клиенти/кредитиране/жилищни-и-ипотечни-кредити/детайли-за-ипотечни-кредити/индивидуални-продукти/кредит-за-покупка-и-довършителни-работи,,UNMATCHED,
11705,https://dskbank.bg/индивидуални-клиенти/кредитиране/жилищни-и-ипотечни-кредити/детайли-за-ипотечни-кредити/индивидуални-продукти/кредит-за-издължаване-и-консолидиране-на-кредити-към-банковата-система-и-други-финансови-институции-както-и-други-дългове,https://dskbank.bg/en/individual-clients/loans/mortgages-loans/details-mortgage-loans/product-group/mortgage-loan-for-refinancing,MATCHED,11085.0
11387,https://dskbank.bg/индивидуални-клиенти/кредитиране/жилищни-и-ипотечни-кредити/детайли-за-ипотечни-кредити/индивидуални-продукти/за-твоят-дом-в-българия,,UNMATCHED,
11390,https://dskbank.bg/индивидуални-клиенти/кредитиране/жилищни-и-ипотечни-кредити/детайли-за-ипотечни-кредити/индивидуални-продукти/за-строителство-довършителни-работи-и-подобрения-на-жилищен-имот,https://dskbank.bg/en/individual-clients/loans/mortgages-loans/details-mortgage-loans/product-group/housing-loan-for-construction-finishing-works-and-improvements-of-a-residential-property,MATCHED,10997.0
11707,https://dskbank.bg/индивидуални-клиенти/кредитиране/жилищни-и-ипотечни-кредити/детайли-за-ипотечни-кредити/индивидуални-продукти/за-покупка-на-жилищен-имот,https://dskbank.bg/en/individual-clients/loans/mortgages-loans/details-mortgage-loans/product-group/housing-loan-for-purchase-residential-property,MATCHED,11086.0
11414,https://dskbank.bg/индивидуални-клиенти/инвестиционни-фондове/инвестиционен-план,https://dskbank.bg/en/individual-clients/dsk-mutual-funds/dsk-investment-plan,MATCHED,11008.0
12358,https://dskbank.bg/индивидуални-клиенти/застраховане/застраховки-детайл/индивидуални-продукти/смисъл-за-теб,https://dskbank.bg/en/individual-clients/insurance/details-insurances/product-group/insurance-thinking-of-you,MATCHED,12267.0
12246,https://dskbank.bg/индивидуални-клиенти/застраховане/застраховки-детайл/индивидуални-продукти/кредитна-защита-към-жилищни-и-ипотечени-кредити,https://dskbank.bg/en/individual-clients/insurance/details-insurances/product-group/for-a-mortgage-or-housing-loan,MATCHED,12270.0
12232,https://dskbank.bg/индивидуални-клиенти/застраховане/застраховки-детайл/индивидуални-продукти/застраховка-помощ-при-пътуване,https://dskbank.bg/en/individual-clients/insurance/details-insurances/product-group/travel-assistance-insurance,MATCHED,12261.0
12231,https://dskbank.bg/индивидуални-клиенти/застраховане/застраховки-детайл/индивидуални-продукти/застраховка-моето-пътуване,https://dskbank.bg/en/individual-clients/insurance/details-insurances/product-group/my-trip-insurance,MATCHED,12263.0
12359,https://dskbank.bg/индивидуални-клиенти/застраховане/застраховки-детайл/индивидуални-продукти/застраховка-любим-дом,https://dskbank.bg/en/individual-clients/insurance/details-insurances/product-group/sweet-home-insurance,MATCHED,12268.0
12245,https://dskbank.bg/индивидуални-клиенти/застраховане/застраховки-детайл/индивидуални-продукти/застраховка-кредитополучатели-на-стокови-кредити,https://dskbank.bg/en/individual-clients/insurance/details-insurances/product-group/standard-package-plus,MATCHED,12269.0
12247,https://dskbank.bg/индивидуални-клиенти/застраховане/застраховки-детайл/индивидуални-продукти/застраховка-кредитна-защита,https://dskbank.bg/en/individual-clients/insurance/details-insurances/product-group/loan-protection-insurance,MATCHED,12271.0
12230,https://dskbank.bg/индивидуални-клиенти/застраховане/застраховки-детайл/индивидуални-продукти/застраховка-живот-свързана-с-инвестиционен-фонд-протектинвест,https://dskbank.bg/en/individual-clients/insurance/details-insurances/product-group/protectinvest-unit-linked-life-insurance,MATCHED,12262.0
12243,https://dskbank.bg/индивидуални-клиенти/застраховане/застраховки-детайл/индивидуални-продукти/групова-застраховка-спокойствие-към-кредитна-услуга-овърдрафт,https://dskbank.bg/en/individual-clients/insurance/details-insurances/product-group/overdraft-credit-service-security-group-insurance,MATCHED,12264.0
12242,https://dskbank.bg/индивидуални-клиенти/застраховане/застраховки-детайл/индивидуални-продукти/групова-застраховка-спокойствие-към-кредитна-карта,https://dskbank.bg/en/individual-clients/insurance/details-insurances/product-group/credit-card-security-group-insurance,MATCHED,12265.0
